config_name,llm_model,embedding_model,prompt_template,chunking_strategy,chunk_size,chunk_overlap,num_chunks,num_questions,avg_ttft_seconds,avg_tokens_per_second,avg_gpu_utilization_pct,avg_gpu_memory_used_mb,ragas_faithfulness,ragas_answer_relevancy,ragas_answer_correctness,ragas_context_precision,ragas_context_recall,ragas_semantic_similarity,total_time_seconds,custom_hit@1,custom_ndcg@1,custom_recall@1,custom_hit@3,custom_ndcg@3,custom_recall@3,custom_hit@5,custom_ndcg@5,custom_recall@5,custom_context_relevance,custom_vec_dist_q_gt,custom_vec_dist_q_answer,custom_rouge_l,custom_bleu,custom_meteor,custom_bert_score_precision,custom_bert_score_recall,custom_bert_score_f1,ttft_std,ttft_min,ttft_max,ttft_median,tps_std,tps_min,tps_max,tps_median,gpu_util_std,gpu_util_min,gpu_util_max,gpu_util_median,gpu_mem_std,gpu_mem_min,gpu_mem_max,gpu_mem_median,faithfulness_std,faithfulness_min,faithfulness_max,faithfulness_median,context_recall_std,context_recall_min,context_recall_max,context_recall_median,semantic_similarity_std,semantic_similarity_min,semantic_similarity_max,semantic_similarity_median
recursive_cs500_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_rerank-huggingface:cross-encoder/ms-marco-MiniLM-L-6-v2_mmr-l0.5,Qwen3.5-397B-A17B,nomic-embed-text:latest,concise,recursive,500,200,238,100,0.8944091739399938,0.0,1.11,878.0,0.8116666666666668,,,,0.89,0.7383968749165666,935.7792748519996,0.77,0.77,0.39666666666666667,0.85,0.8136046345288385,0.85,0.85,0.8136046345288385,0.85,0.6783965569797819,0.47378267106631694,0.31796856264406004,0.46593897977118265,0.08980319880013952,0.5521513513038627,0.8292482733726502,0.8394800412654877,0.8343081529498181,1.097563731213101,0.2725285520000398,4.013286680999954,0.40456120199996803,0.0,0,0,0.0,2.5737407433813946,0.0,10.0,0.0,0.0,878.0,878.0,878.0,0.38024668583373883,0.0,1.0,1.0,0.31446603773522014,0.0,1.0,1.0,0.18548139026181887,0.3346015554390159,1.0000000000000004,0.7426700627460574
recursive_cs500_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_detailed_rerank-huggingface:cross-encoder/ms-marco-MiniLM-L-6-v2_mmr-l0.5,Qwen3.5-397B-A17B,nomic-embed-text:latest,detailed,recursive,500,200,238,100,0.7567359611199845,0.0,1.14,883.73,0.9494761904761905,,,,0.89,0.6497447449321246,945.1208252920005,0.77,0.77,0.39666666666666667,0.85,0.8136046345288385,0.85,0.85,0.8136046345288385,0.85,0.6783965569797819,0.47378267106631694,0.1630039232964755,0.23916567420812737,0.04064533953111933,0.4244977971497636,0.8473257076740265,0.8653297919034958,0.8562043191324311,0.7816396150144448,0.24026429700006702,4.228493968999828,0.4945122829999491,0.0,0,0,0.0,3.038540319417742,0.0,16.0,0.0,32.746302127573166,878.0,1069.0,878.0,0.18497824691362372,0.0,1.0,1.0,0.31446603773522014,0.0,1.0,1.0,0.1059865015512325,0.40270542647176794,0.8885246951453842,0.6600945112165795
