config_name,llm_model,embedding_model,prompt_template,chunking_strategy,chunk_size,chunk_overlap,num_chunks,num_questions,avg_ttft_seconds,avg_tokens_per_second,avg_gpu_utilization_pct,avg_gpu_memory_used_mb,ragas_faithfulness,ragas_answer_relevancy,ragas_answer_correctness,ragas_context_precision,ragas_context_recall,ragas_semantic_similarity,total_time_seconds,custom_hit@1,custom_ndcg@1,custom_recall@1,custom_hit@3,custom_ndcg@3,custom_recall@3,custom_hit@5,custom_ndcg@5,custom_recall@5,custom_context_relevance,custom_vec_dist_q_gt,custom_vec_dist_q_answer,custom_rouge_l,custom_bleu,custom_meteor,custom_bert_score_precision,custom_bert_score_recall,custom_bert_score_f1,ttft_std,ttft_min,ttft_max,ttft_median,tps_std,tps_min,tps_max,tps_median,gpu_util_std,gpu_util_min,gpu_util_max,gpu_util_median,gpu_mem_std,gpu_mem_min,gpu_mem_max,gpu_mem_median,faithfulness_std,faithfulness_min,faithfulness_max,faithfulness_median,context_recall_std,context_recall_min,context_recall_max,context_recall_median,semantic_similarity_std,semantic_similarity_min,semantic_similarity_max,semantic_similarity_median
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,Qwen3.5-397B-A17B,nomic-embed-text:latest,concise,recursive,500,100,212,100,0.46254611534999795,0.0,0.38,639.0,0.7666666666666667,,,,0.9,0.7080464747414985,918.589148527,0.74,0.74,0.36833333333333335,0.86,0.8053019764184879,0.86,0.86,0.8053019764184879,0.86,0.6720534430022895,0.47378267106631694,0.3118163312974962,0.41173190568485163,0.07696018051812503,0.5091018229886796,0.7892571049928665,0.7995523768663406,0.7943482141309519,0.1479794689097025,0.2856012860000021,1.5369809790000062,0.43973817900000256,0.0,0,0,0.0,0.9721370814090495,0.0,3.0,0.0,0.0,639.0,639.0,639.0,0.416414064844925,0.0,1.0,1.0,0.30151134457776363,0.0,1.0,1.0,0.18542109683676133,0.3430237830767867,1.0,0.7071262634835682
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_detailed_mmr-l0.5,Qwen3.5-397B-A17B,nomic-embed-text:latest,detailed,recursive,500,100,212,100,0.6481035267399966,0.0,0.25,639.0,0.9359999999999999,,,,0.9,0.653519301301874,978.783524911,0.74,0.74,0.36833333333333335,0.86,0.8053019764184879,0.86,0.86,0.8053019764184879,0.86,0.6720534430022895,0.47378267106631694,0.16382581062064552,0.2317891766355876,0.03731584351170345,0.41338701982594084,0.837175372838974,0.8550383877754212,0.8459870637744102,0.5920848990363741,0.29320710499996494,3.985940238000012,0.5278856150000024,0.0,0,0,0.0,0.8087276451565162,0.0,3.0,0.0,0.0,639.0,639.0,639.0,0.2038727183745256,0.0,1.0,1.0,0.30151134457776363,0.0,1.0,1.0,0.10264037013330846,0.41417175877896517,0.8885246951453842,0.6648340932741548
