config_name,llm_model,embedding_model,chunking_strategy,chunk_size,chunk_overlap,num_chunks,num_questions,avg_ttft_seconds,avg_tokens_per_second,avg_gpu_utilization_pct,avg_gpu_memory_used_mb,ragas_faithfulness,ragas_answer_relevancy,ragas_context_precision,ragas_context_recall,total_time_seconds,ttft_std,ttft_min,ttft_max,ttft_median,tps_std,tps_min,tps_max,tps_median,gpu_util_std,gpu_util_min,gpu_util_max,gpu_util_median,gpu_mem_std,gpu_mem_min,gpu_mem_max,gpu_mem_median,faithfulness_std,faithfulness_min,faithfulness_max,faithfulness_median,answer_relevancy_std,answer_relevancy_min,answer_relevancy_max,answer_relevancy_median,context_precision_std,context_precision_min,context_precision_max,context_precision_median,context_recall_std,context_recall_min,context_recall_max,context_recall_median
recursive_cs1000_co200_nomic-embed-text:latest_gemma3:4b,gemma3:4b,nomic-embed-text:latest,recursive,1000,200,7,1,5.59794243100032,2.143644767324924,49.0,2485.0,0.3333333333333333,0.4761929761850363,0.9999999999,1.0,83.74503437999965,0.0,5.59794243100032,5.59794243100032,5.59794243100032,0.0,2.143644767324924,2.143644767324924,2.143644767324924,0.0,49.0,49.0,49.0,0.0,2485.0,2485.0,2485.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.4761929761850363,0.4761929761850363,0.4761929761850363,0.0,0.9999999999,0.9999999999,0.9999999999,0.0,1.0,1.0,1.0
recursive_cs1000_co200_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ,Qwen/Qwen3-32B-AWQ,nomic-embed-text:latest,recursive,1000,200,7,1,4.732813709999846,54.09044506845978,0.0,3102.0,1.0,0.0,0.9999999999,1.0,112.8252759269999,0.0,4.732813709999846,4.732813709999846,4.732813709999846,0.0,54.09044506845978,54.09044506845978,54.09044506845978,0.0,0.0,0.0,0.0,0.0,3102.0,3102.0,3102.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9999999999,0.9999999999,0.9999999999,0.0,1.0,1.0,1.0
