config_name,llm_model,embedding_model,prompt_template,chunking_strategy,chunk_size,chunk_overlap,num_chunks,num_questions,avg_ttft_seconds,avg_tokens_per_second,avg_gpu_utilization_pct,avg_gpu_memory_used_mb,ragas_faithfulness,ragas_answer_relevancy,ragas_answer_correctness,ragas_context_precision,ragas_context_recall,total_time_seconds,custom_hit@1,custom_ndcg@1,custom_recall@1,custom_hit@3,custom_ndcg@3,custom_recall@3,custom_hit@5,custom_ndcg@5,custom_recall@5,custom_context_relevance,custom_vec_dist_q_gt,custom_vec_dist_q_answer,custom_rouge_l,custom_bleu,custom_meteor,custom_bert_score_precision,custom_bert_score_recall,custom_bert_score_f1,ttft_std,ttft_min,ttft_max,ttft_median,tps_std,tps_min,tps_max,tps_median,gpu_util_std,gpu_util_min,gpu_util_max,gpu_util_median,gpu_mem_std,gpu_mem_min,gpu_mem_max,gpu_mem_median,faithfulness_std,faithfulness_min,faithfulness_max,faithfulness_median
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,Qwen3.5-397B-A17B,nomic-embed-text:latest,concise,recursive,1000,200,113,100,0.49424369744001523,0.0,0.3,639.0,0.885,,,,,852.4425852459999,0.7,0.7,0.38666666666666666,0.82,0.7718160709592459,0.82,0.82,0.7718160709592459,0.82,0.6445541877936605,0.47378267106631694,0.25847079407710505,0.3189773575358748,0.05052013167173737,0.46828028659920057,0.8231231147050857,0.8370316761732102,0.8299922917613054,0.32943874843629545,0.2792063480001161,2.748663232000581,0.4506785439994019,0.0,0,0,0.0,0.9045340337332909,0.0,3.0,0.0,0.0,639.0,639.0,639.0,0.31666666666666665,0.0,1.0,1.0
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_detailed_mmr-l0.5,Qwen3.5-397B-A17B,nomic-embed-text:latest,detailed,recursive,1000,200,113,100,0.8029599570999926,0.0,0.15,639.0,0.8958722943722944,,,,,1561.5882012109996,0.7,0.7,0.38666666666666666,0.82,0.7718160709592459,0.82,0.82,0.7718160709592459,0.82,0.6445541877936605,0.47378267106631694,0.20097979787509268,0.11799990119682613,0.018820373565387266,0.280247853305555,0.8450515061616898,0.8725989127159118,0.8585725266195987,0.7568541182531767,0.3161862580000161,3.3158895209999173,0.5219725135002591,0.0,0,0,0.0,0.6571287406727709,0.0,3.0,0.0,0.0,639.0,639.0,639.0,0.20632524419645173,0.0,1.0,1.0
